Solar Irradiance (kWh/m²),Average Temperature (°C),Wind Speed (m/s),Humidity (%),Cloud Cover (%),Atmospheric Pressure (hPa),Daily Sunshine Duration (hours),Panel Orientation (degrees),System Efficiency (%),Type of Renewable System,Energy Consumption Category
3.745401188473625,-0.7433535580690176,3.9255852560385893,70.54326947880082,57.19958782835928,989.3635520277442,7.779083448933864,13.967803702399486,74.82411315526561,Solar,1
9.50714306409916,17.095047368917907,3.704681986079997,81.7013257472235,80.54323292999864,997.3435659375021,2.0686363452619947,67.23811016320656,71.8554703971815,Wind,2
7.319939418114051,33.647291793820415,13.59381870781555,32.54211089132491,76.01609297901591,1035.454739320218,10.468734760257778,299.2484898323793,18.61787787970219,Solar,1
5.986584841970366,26.611244320478058,3.7431929977425913,66.23866896462991,15.389990469377368,984.0004386059892,7.357394868830898,276.03660828180085,93.031516441522,Wind,2
1.5601864044243652,30.328057393072484,4.079245891929465,61.45713848293738,14.92494697414739,1036.964968481217,1.886446602683451,126.23136892457288,61.162498194113766,Solar,1
1.5599452033620265,22.939168335535868,11.390973936269456,84.9547339109444,26.817436774491334,958.8134430976692,11.548056689774482,135.6518259987165,42.73529690221158,Solar,1
0.5808361216819946,24.613828225892625,6.7460976367581,91.54783544331345,36.10747263410372,1027.6798437208631,6.220385560023848,192.0795960792886,78.0884725145776,Solar,0
8.661761457749352,32.459782578265965,11.650658354327717,11.094109432964812,40.84555814084826,1034.7547633054737,0.87478142245986,0.08676168664843775,33.16289125614706,Solar,2
6.011150117432088,2.4834004429592973,0.9804923634657786,70.66179271529134,67.96972168333453,968.1817652837339,7.521994852980807,86.84796097369004,72.41588533416883,Wind,0
7.080725777960454,14.471248182157023,7.313567905100765,14.665221920775611,5.66804321658354,993.03465323722,3.0383868841537227,74.9634510989572,13.57400868150225,Wind,0
0.20584494295802447,1.0604720909801113,0.5042040027492395,59.39727985696203,3.4672704226066386,966.5499774663656,9.644321422527629,90.17386082991484,85.54672338483448,Solar,1
9.699098521619943,39.38340039983235,0.9397980518303178,35.88694561393104,39.191056294390904,1020.6604128994218,9.813864882794288,290.1261033120389,50.335376231918666,Wind,1
8.324426408004218,37.202966984330665,13.596561800166164,37.60989395699271,69.71636921379805,1003.5347768061657,11.747368270255942,100.68258835671953,67.30236229221475,Solar,0
2.1233911067827616,-8.028659431574706,2.0886805667639274,41.76626531071209,19.343534295648258,1013.5323346708321,6.022434372294045,68.94767593805334,29.91140378260153,Solar,2
1.8182496720710062,25.27875862578442,7.986310234128257,65.9163204144649,64.15044812562518,969.6486966956211,5.459482556732846,181.53484588549134,70.93663413926032,Wind,2
1.8340450985343382,36.26241587078329,6.166434039010598,40.06449691018923,25.982813794029948,971.1745862052419,9.041707265357768,311.6322130941835,79.50162483039489,Solar,0
3.0424224295953772,-0.9712327436333226,5.21014989388264,75.94291455312523,88.60861088135164,954.1497325509906,1.5896478761031188,86.88589338149995,52.58918681959589,Solar,1
5.247564316322379,18.397261527631475,13.497500185309088,46.40746470164827,89.56899442666165,982.206753519573,6.56298616551749,28.27304740540753,65.59542316556148,Solar,2
4.319450186421157,35.774414879402094,0.3273509516323425,16.151788027896274,29.72872042813265,1005.9744661333675,6.554971201570211,128.30570490587928,51.06933314401587,Solar,1
2.9122914019804194,-8.302701070710057,9.956845292633837,80.53838582356966,22.99937539632405,1035.7934913997328,1.0736774737246466,269.154656843392,90.46822323320609,Solar,1
6.118528947223795,24.871013362341998,14.450916513203257,35.71824921334354,41.13039720662313,1016.692744745868,5.015809026082962,198.24859609012606,54.808226246288726,Wind,1
1.3949386065204183,4.867450368627539,8.402522751927629,48.949019163933635,24.05315851801487,993.5396323399751,10.239417582806423,294.0456130467651,85.7627838125937,Wind,2
2.9214464853521815,36.21980976882652,14.052336930496377,71.68994948997113,67.23838432917036,1045.3120114394137,10.273843463935924,345.45317313932424,82.12168524432238,Wind,2
3.663618432936917,38.552912258268385,0.7838681892903565,39.92105414338408,82.60646845482856,1021.9245200575832,1.190851979036172,285.35849163058214,46.94543392135209,Solar,2
4.56069984217036,37.213324455671696,6.281899786112421,15.092709053204405,67.3092130911217,1043.016520286255,1.0886505929739703,217.3691083837512,30.707604267172755,Solar,0
